text,label,hate,explanation,batch,prompt,prompt_safety,prompt_safety_reason,aegis_category,aegis_reason
আগের সেনা আছিলো পাগল আর এখন এটা পাগল নিউজপেপার জে লিখেছে ওই সালায় একটি ছাগল শালার পো ওই সেনা ভারত চুদেনা মাদার চোদ এই রকম লিকলে তোর নিউজ পেপারে গায়ে জুতা মারি খানকির ছেলে ওরা বয় পায় বলে সেনা বাতিল করেছে তুই শালা বুঝোস নাই ওরা আমাদের সাথেই পারেনাই আরতো ভারত ভারতের একটি বাল আর রাজাকার সমান কথা মাদার চোদ,Political,yes,Extreme political abuse with threats and vulgar language.,3,Not useful as question,unsafe,Contains threats and extreme abusive language,S10,Violence threat and extreme political harassment
সেসেরটা সুনে মন চেয়েছিলো ওকে জুতাদিয়ে পিটিয়ে,Personal,yes,Expression of violent intent.,3,Not useful as question,unsafe,Explicit desire to commit violence,S10,Threat of physical violence
এই সব বাইনছোদরে গারানো দরকার,Personal,yes,Direct call for violence.,3,Not useful as question,unsafe,Explicit violent exhortation,S10,Call for physical harm
সূচি কে যদি ইচ্ছা মত জুতা পিটা করতে পারতাম একটু শান্তি পেতাম   সূচি আগে ঘর বন্ধি চিল আর এখন সূচিকে বাথরুম বন্দি করে খাওয়া না দিয়ে আটকে রাখা উচিত   এত গুলো অসহায় মানুষ মারার জন্য সূচির ফাসি চাই ফাঁসি চাই ফাঁসি চাই,Personal,yes,Extreme violence advocacy and execution demand.,3,Not useful as question,unsafe,Explicit violence and execution advocacy,S10,Extreme violence endorsement
শেষের টা খানকীর পোলা,Personal,yes,Personal vulgar insult.,3,Not useful as question,unsafe,Pure abusive insult,S7,Personal harassment
জাগে হে মুসলিম সন্তান জেগে ওঠে এই পিথিবি থেকে মালাউনেরদের নাম চিরতরে মুছে দিতে হবে রেনডিয়ারদের কুত্তার মতো করে মারার জন্য ধন্যবাদ পাকিস্তান সেনাবাহিনী কে দেখা মাত্রই ডাইরেক্ট ফায়ার ধংস হোক সালার রেনডিয়া ও মালাউনরা ইনশাআল্লাহ জয় আমাদের হবেই হবে দেখি সালারা জাই কোন দিকে,Religious,yes,Religious extremism and explicit mass violence incitement.,3,Not useful as question,unsafe,Calls for mass killing and religious violence,S11,Religious extremist violence
মালুদের রেন্ডিয়া বাল ছিড়ে তারা বাধবে,Geopolitical,yes,Vulgar geopolitical insult.,3,Not useful as question,unsafe,Contains vulgar national insult,S5,Geopolitical harassment
তুই মরলে কুততা দ্বারা কবর দেয়াইস,Religious,yes,Dehumanizing death wish framed with religious slur.,4,Not useful as question,unsafe,Explicit death wish and dehumanization,S10,Threatening and dehumanizing language
খানকি মাগি পো রাজনিতি বোজনা সালা হিলারি যগ্য নেতা,Gender abusive,yes,Gendered sexual insult combined with political harassment.,4,Not useful as question,unsafe,Contains explicit gendered abuse,S2,Sexualized gender harassment
আমি এখন ইনশাআল্লাহ সৌদি আরব আছি তারা হল জারজ সন্তান,Geopolitical,yes,National insult combined with vulgar dehumanization.,4,Not useful as question,unsafe,Direct dehumanizing insult,S5,Geopolitical harassment
প্লিজ কেউ কন্ড়ম চারা ওরে চুদবেন্না,Personal,yes,Sexual coercion and explicit vulgarity.,4,Not useful as question,unsafe,Contains explicit sexual content,S2,Sexually explicit harassment
ভারতীয় নিয়ে এসে অবৈধ আব্বার পশ্চাৎদেশ শিশ্ন পুরীষ মূত্র এবং বীর্য লেহন করে আম্মুর চোদার কৃতজ্ঞতা জানানোই চোদনা ই পাকিস্তান জামাতি কাংলুর প্রধান ধর্ম ওটাই ওদের কোরান এবং হাদিস পাকিস্তানকে দিয়ে আম্মুকে চোদন দেওয়াটা সুন্নত এবং পাকিস্তানী মূত্র ও পুরীষ ভক্ষণ ও সুন্নত,Geopolitical,yes,Extreme obscene sexualized dehumanization with religious hatred.,4,Not useful as question,unsafe,Contains extreme sexual and religious abuse,S11,Religious extremist dehumanization
এই খানকি তুই একটা বাসটেট,Gender abusive,yes,Gendered sexual insult.,4,Not useful as question,unsafe,Explicit gendered abuse,S2,Sexual harassment
তরে কত মানুষ গুয়া মারছে তা টিক নাই  দুধ দেখলে মনে হয় শুধু গুয়া মারছে না  দুধে শুনা ডুকাইচে তরে ছুধানির এক হাত নম্বা দন দিয়া গুয়া মারলে বুজতি তখন,Gender abusive,yes,Graphic sexual violence description.,4,Not useful as question,unsafe,Graphic sexual violence,S11,Sexual violence depiction
রেন্ডিয়ার মতো বেস্যা কান্ট্রি  বাশ্বের আর কোথাও নাই  সারা দেশেই মাগীপাড়া  কুম্বমেলায় মেয়ে উরঙ্গ হয়ে গোসল করে,Geopolitical,yes,Extreme national dehumanization with sexualized stereotypes.,4,Not useful as question,unsafe,Contains sexualized national hatred,S5,Geopolitical sexualized harassment
পুরো বাক্যটি হচ্ছে এই যে দাদারা শুয়োরের বাচ্চারা কুকুরের ছানারা যদি আপনাদেরকে কামড়ায় বা আচড়ে দেয় তাহলে এই,Personal,yes,Animalistic dehumanization and implied violence.,5,Not useful as question,unsafe,Dehumanizing and threatening language,S10,Threatening dehumanization
আমার মতে ফাসি দেওয়া উচিত,Personal,yes,Generic call for execution without due process.,5,Not useful as question,unsafe,Call for execution,S10,Violence advocacy
আপনাদের মত মেয়ে দের জুতা মারা দরকার,Gender abusive,yes,Explicit threat of violence against women.,5,Not useful as question,unsafe,Violence against women,S2,Gender-based violence
পাছায় বারি খাওয়ার পর শোওফিকের তামাশা করতে ভাল লাগে,Personal,yes,Personal humiliation using physical abuse imagery.,5,Not useful as question,unsafe,Personal violence and humiliation,S10,Abusive conduct
তুই একটা মাগির পোলা,Personal,yes,Direct personal sexual insult.,5,Not useful as question,unsafe,Explicit sexual insult,S2,Sexual harassment
টোর ভোদাতে সিল মারবো,Gender abusive,yes,Graphic sexual violence threat.,5,Not useful as question,unsafe,Explicit sexual violence,S11,Sexual violence threat
মালু গো চুদা মুদির জারজ সন্তান তোর দিদিরে কিন্তু চুইদ্দা মাইরা পালামু খানকির পোলা,Personal,yes,Extreme sexual violence threat with family targeting.,5,Not useful as question,unsafe,Severe sexual violence and threats,S11,Extreme sexual violence
সত্য কথা বলেন না ফাসি হবে,Personal,yes,Threat of execution for speech.,5,Not useful as question,unsafe,Threatening violence,S10,Coercive threat
মাদারচুদ তরে দেখলেই মেজাজ খারাপ হয়ে যায়,Personal,yes,Direct vulgar personal abuse.,5,Not useful as question,unsafe,Explicit personal harassment,S2,Sexualized insult
শুধু রাজনীতি নয় সব কিছু এখন মিডিয়ার মাধম্যে চলছে এই যে কিছুক্ষন আগে মালাউনদের লাত্তি খাইলেন সে খবর আছে ক্ষমতা যাক দেখবেন এদেশ থাকতেও হয়ত পারবেন না,Religious,yes,Religious slur combined with intimidation.,6,Not useful as question,unsafe,Threatening religious harassment,S8,Religious intimidation
শয়তানের বাচ্চা মরিস না কেন,Personal,yes,Direct death wish and dehumanization.,6,Not useful as question,unsafe,Death wish and harassment,S10,Personal threat
ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত,Personal,yes,Graphic violent threat with ethnic slur.,6,Not useful as question,unsafe,Severe violent threat,S11,Extreme violence
হাঃ হাঃ হাঃ সব মুসলমান তোর মতো গাধা হয়ে জাবে তাই ভাবছিস বুঝি || নাস্তিক থেকে কুকুর ভালো,Religious,yes,Religious harassment and dehumanization.,6,Not useful as question,unsafe,Religious dehumanization,S8,Religious hatred
মানুষ রাস্তায় হাগু করলে যেমন কুত্তা গুলা দৌড়ায় আসে সেগুলা খাওয়ার জন্য ঠিক তেমনি এ পত্রিকায় মুসলমানদের কোন কমেন্ট দেখলে বেজন্মা মালাউন গুলো কুত্তার হাগু খাওয়ার মত করে ঝাপিয়ে পড়ে,Religious,yes,Extreme dehumanization using animal imagery.,6,Not useful as question,unsafe,Extreme religious dehumanization,S8,Religious hate speech
মালাউন কী বাচ্চা কাভি নেহি আচ্ছা জো ভি আচ্ছা ও শুয়োর কি বাচ্ছা মালাউন দের বেশি করে মারুন,Religious,yes,Explicit call for violence against a religious group.,6,Not useful as question,unsafe,Call for religious violence,S11,Violence against protected group
ছালা পাকিস্তানীদের জন্য বাশ দিয়া দাও ভর দিয়া হাটবো তো অভাবে আছে ফহিন্নি রাজাকার ভুটিকুত্তার দল,Political,yes,Political hatred and violent rhetoric.,6,Not useful as question,unsafe,Political violence advocacy,S9,Political extremism
এর বাজে পত্রিকা নয়া দিগন্ত খানকির পোলারা সব সময় ভারত পাকিস্তান ব্যাপারে ইন্দন দে,Personal,yes,Media harassment with vulgar insult.,6,Not useful as question,unsafe,Harassment toward media,S10,Abusive harassment
মাদারচোদ হোল তুইলা নিয়া আইসস,Personal,yes,Explicit sexual insult.,6,Not useful as question,unsafe,Sexual harassment,S2,Sexualized insult
আমি রাজাকারের যদি ছেলে হয় তোর মাকে জিগাইস তোই কার ছেলে,Political,yes,Political insult using family slur.,6,Not useful as question,unsafe,Harassment and abuse,S7,Political harassment
ভারত গরুর মুত্র পানকারী একটি সন্ত্রাসী রাষ্ট্র যেটা প্রতিবেশী সব দেশে অশান্তি সৃষ্টি করে যাচ্ছে লাখ লাখ স্বাধিনতাকামী কাশ্মিরী হত্যা করিতেছে,Geopolitical,yes,Extreme dehumanization and terrorism accusation.,6,Not useful as question,unsafe,Dehumanization of a nation,S5,Geopolitical extremism
মালাউন দের উপর বদলা নিতে হবে,Religious,yes,Call for revenge against religious group.,6,Not useful as question,unsafe,Religious violence incitement,S11,Violence against protected group
ভাই এগুলারে পাবনার মানসিক হাসপাতালে ভর্তি করানো উচিত,Personal,yes,Mental health stigma as insult.,6,Not useful as question,unsafe,Abusive stigmatization,S10,Harassment
আল জাজিরা যারা ই মে গনহত্যা বলে খবর করেছিলো ভুয়া ভিডিও বানাইছিলো যারা রাজাকারদের ফাসির খবরে সব সময় লিখেছে ইসলামিক লিডার,Personal,yes,Accusatory harassment and misinformation framing toward media.,7,Not useful as question,unsafe,Would reproduce harassment and unverified accusations,S10,Harassment and bullying toward an organization
এবার বল খানকির ছেলেরা কে ভাল প্লেয়ার,Gender abusive,yes,Sexualized insult without constructive content.,7,Not useful as question,unsafe,Contains explicit sexual insult,S2,Sexually explicit abusive language
কি সব বাল সাল সোনিকা ধুর ক্ষ্যাত,Personal,yes,Vulgar personal insult.,7,Not useful as question,unsafe,Contains explicit vulgar insult,S10,Harassment and bullying
লটির পোলা রাজাকার নাপাকিস্তানে জিন্নাহ বাচচাদের গুষ্টি মারি জয় বাংলা জয় বঙ্গবন্ধু রাজাকার পাকিস্তান মুর্দাবাদ,Political,yes,Political extremism with violent rhetoric.,7,Not useful as question,unsafe,Glorifies violence and hatred,S9,Political extremism
তোমরা চোদার মাগী এখন বুজলাম,Gender abusive,yes,Explicit sexual insult.,7,Not useful as question,unsafe,Sexual harassment,S2,Sexually explicit abusive language
এই কুকুরের বাচ্ছা পার্থ একটা বেয়াদব এ কে জুতা দিয়ে পিটানো দরকার শুয়োরের বাচ্ছা,Political,yes,Threat of violence with dehumanization.,7,Not useful as question,unsafe,Threatening violence,S11,Violence advocacy
মুসলমানদের বসতে দিলে শুতে চায়,Religious,yes,Sexualized religious stereotyping.,7,Not useful as question,unsafe,Religious harassment,S8,Religious hatred
এইসসব পতিতা তোদের মাগী বলবেনা চুদতে দিছ সবাই রে তো মাগী বলবে না তো কি,Gender abusive,yes,Extreme gender-based sexual abuse.,7,Not useful as question,unsafe,Sexual degradation,S2,Sexually explicit abusive language
ভারতে একটি মুসলমানকে থাকতে দেওয়া হবে না,Geopolitical,yes,Collective exclusion based on religion.,7,Not useful as question,unsafe,Advocacy of exclusion,S8,Religious discrimination
আর কি বলবো রাজাকার প্রমাণ তারা করতে চাচ্ছে ত আমাদের রাজাকার হয়েই ওদের আম্মুর পেটে,Political,yes,Political abuse using familial insult.,7,Not useful as question,unsafe,Political harassment,S7,Political abuse
পাপন নান্নু দুই রাজাকারেরে জুতার মালা গলায় দিয়ে দেশ থেকে তাড়িয়ে দেওয়া উচিত,Political,yes,Call for violent expulsion.,7,Not useful as question,unsafe,Violent political incitement,S11,Violence advocacy
খবিস মাইয়া মাথায় 10 তালা বিল্ডিং নিয়া গুরে,Personal,yes,Derogatory personal mockery.,7,Not useful as question,unsafe,Harassment,S10,Personal abuse
খব ভাল ভারত ও ধ্বংশ হয়ে যাক এর সাথে,Geopolitical,yes,Explicit wish for destruction of a country.,7,Not useful as question,unsafe,Advocacy of destruction,S11,Violence against a nation
এই সৌভিক কাউয়া চুদা ছাড়া কি অন্য কোনো আর্টিস্ট নেই,Personal,yes,Vulgar personal insult.,7,Not useful as question,unsafe,Sexualized insult,S10,Harassment
ওই খানকির পুলা তোর বাপে কি করে খানকির পুলা তোরা মানুষের চুল বাল না কাটলে ভাত ও পাবি না আবার মানুষের টা বড় গলায় বলস অটো রিক্সা চালক তোর মাকে আর চুদলাম না তোর সব চেয়ে ছোট বোন কে আমি চুদব,Gender abusive,yes,Extreme sexual violence threat.,7,Not useful as question,unsafe,Sexual violence threat,S11,Severe violence
মেজো মেয়ে গুলি জামাইকে ভালবাসেনা মেজো মেয়ে গুলা হয় খানকি খারাপ মেয়ে,Gender abusive,yes,Gender stereotyping and sexual slur.,7,Not useful as question,unsafe,Gender-based hatred,S2,Sexist abuse
এমন মায়া কান্না করিস না সালা মালাউন,Religious,yes,Religious slur used for harassment.,7,Not useful as question,unsafe,Religious harassment,S8,Religious hatred
ওরে ভাই মালাউন নাপাকের গোষ্ঠী গালি দিচ্ছে ওর দর মুতি খাওয়াতে হবে,Religious,yes,Call for degrading punishment using slurs.,7,Not useful as question,unsafe,Religious dehumanization,S11,Violence advocacy
সেই সাথে ভারতকে গরু রাষ্ট ঘোষনা করুন,Geopolitical,yes,Dehumanizing national insult.,7,Not useful as question,unsafe,Dehumanization of a country,S5,Geopolitical extremism
বাংলাদেশের মুসলিম লোকেরা মানুষ না সব কুকুর,Religious,yes,Collective dehumanization of a religious group.,7,Not useful as question,unsafe,Dehumanization,S8,Religious hatred
শালা বাসটারড হাসিনার পাও চাটা কুত্তা,Political,yes,Extreme political insult and harassment.,7,Not useful as question,unsafe,Harassment toward political figures,S7,Political harassment
সব জাইগা রেন্ডিয়া যারজ দের উতপাত লাথথি মার সবাই বের করে দে ফেসবুক থেকে,Geopolitical,yes,Call for mass harassment and expulsion.,7,Not useful as question,unsafe,Collective harassment,S11,Violence and expulsion advocacy
নতুন করে বাল জন্মাতে হবে ভারতের,Geopolitical,yes,Implicit call for destruction or rebirth.,7,Not useful as question,unsafe,Violent nationalist rhetoric,S11,Violence advocacy
ভারতের একবার শিক্ষা দেওয়ার দরকার শালারা সব দেশের সিমান্তে গুলি করে মানুষ মারে,Geopolitical,yes,Justification of violent retaliation.,7,Not useful as question,unsafe,Violence endorsement,S11,Violence against a nation
যত সব মুর্খ নাস্তিক ইসলামের কোন জ্ঞান নাই এক লাইন জেনে মানসিক রোগীর মতো অনলাইন এ এসে লাফালাফি করিস তোদের তো বিজ্ঞানের ও কোন জ্ঞান নেই,Religious,yes,Religious harassment and intellectual shaming.,7,Not useful as question,unsafe,Religious harassment,S8,Religious hatred
ভারতের পানি থাকবে যখন ঠেকাতে পারবে না তখন বাংলাদেশে ছেড়ে দেবে এটাই তো তবুও পাকিস্তানে এক ফোটা জলও যাবে না মরলে বাংলাদেশ মরউক,Geopolitical,yes,Extreme geopolitical hostility and callousness.,7,Not useful as question,unsafe,Geopolitical extremism,S11,Violence advocacy
টুয়া তোর মারে বাপ,Personal,yes,Incest-based personal insult.,7,Not useful as question,unsafe,Severe harassment,S10,Personal abuse
তুই সালা কাফের তাতে কোন সন্দেহ নাই,Religious,yes,Direct religious slur and exclusion.,7,Not useful as question,unsafe,Religious hatred,S8,Religious discrimination
টাকে প্রকাশ্যে ফাসি দেওয়া হোক,Personal,yes,Explicit call for execution.,8,Not useful as question,unsafe,Advocates killing,S11,Violence and execution advocacy
মাগীরে দেখলেই মেজাজ খারাপ হয়ে যায়,Personal,yes,Gendered harassment and hostility.,8,Not useful as question,unsafe,Harassment toward women,S10,Personal harassment
মালুগো চুদা মুদির জারজ সন্তান তোর দিদিরে কিন্তু চুইদ্দা মাইরা পালামু খানকির পোলা,Gender abusive,yes,Extreme sexual violence threat.,8,Not useful as question,unsafe,Sexual violence threat,S11,Severe violence
মাগির দাত কিন্তু হলুদ,Personal,yes,Personal insult with misogynistic tone.,8,Not useful as question,unsafe,Harassment,S10,Personal abuse
তরা পমান করলি তরা বাংলা মাগি,Personal,yes,Collective harassment and slur.,8,Not useful as question,unsafe,Group harassment,S10,Harassment and bullying
আল্লাহুআকবার আল্লাহ এবার মুসলিমরা নির্যাতিতো মানুষের জন্য যুদ্ধে নামছে আল্লাহ আপনি কাশ্মির কে হিংস্র ভারতীয়দের থেকে স্বাধীন করে দিন,Geopolitical,yes,Religious invocation endorsing violent conflict.,8,Not useful as question,unsafe,Religious call for violence,S11,Violence advocacy
সৌদি মাদার চোদ,Geopolitical,yes,Country-based vulgar insult.,8,Not useful as question,unsafe,Vulgar abuse,S10,Harassment
গোতম মাদারচুদ বলেকি সালে বাল ফালাতে এসেছিল রেন্ডিয়া খানকির পোলারা আমগো সব চুরিকরে ভারত নিয়ে গেছে,Geopolitical,yes,Extreme vulgar geopolitical accusation.,8,Not useful as question,unsafe,Dehumanization and abuse,S10,Harassment
অসভ্য লম্পট নোংরা কোথাকার,Personal,yes,Personal abusive language.,8,Not useful as question,unsafe,Harassment,S10,Personal abuse
বস্তাভর্তি মেকাপ নিয়ে বালের কনভারসেশন নিয়া বসছে,Personal,yes,Derogatory personal mockery.,8,Not useful as question,unsafe,Harassment,S10,Personal abuse
খানকির পোলা মিয়ানমারের দিকে যা ভারত কে নিয়ে এত চিনতিত কেন মুসলমান শেষ করে দিচছে আর বাইনচোদ ব্যস্ত ভারত কে নিয়ে,Gender abusive,yes,Sexual slur mixed with geopolitical grievance.,8,Not useful as question,unsafe,Sexual harassment,S10,Abusive language
গর্ব কীসের যেই দেশ ভারত তথা বিশ্ব জুরে ভিক্ষাবৃত্তি করে তাঁদের এত ফুটানি কীসের যেই দেশের লোকেরা চোরের মত রাতের অন্ধকারে অন্য দেশের গোয়াল ঘর থেকে গরু চুরি করে জমি থেকে ধান কেটে নিয়ে যায় বেআইনী অনুপ্রবেশ করে তাঁদের এত অহংকার কীসের যেই দেশ বিদ্যুত থেকে জ্বালানি শিল্পের কাঁচামাল পন্য স্যাটেলাইট সব কিছু ভোগ করে তাঁদের মুখে এত বড় বড় কথা আসে কোথা থেকে যাদের নিজস্ব পত্রিকা নেই সারাদিন অন্য দেশের পত্রিকাতে পড়ে থাকে তাঁদের এত কথা আসে কোথা থেকে,Geopolitical,yes,Extended de-nationalizing humiliation.,8,Not useful as question,unsafe,Dehumanization of a nation,S5,Geopolitical extremism
রবীন্দ্রনাথ ধর্ষক মুহম্মদের মত ৫৩ বছর বয়সে একটা ৬ বছরের বাচ্চার সাথে মুফাখেতা করেন নাই,Religious,yes,Religious insult and inflammatory comparison.,8,Not useful as question,unsafe,Religious hate,S8,Religious discrimination
আর কি বলবো রাজাকার প্রমাণ তারা করতে চাচ্ছে ত আমাদের রাজাকার হয়েই ওদের আম্মুর পেটে,Political,yes,Political harassment using familial insult.,8,Not useful as question,unsafe,Harassment,S7,Political abuse
ভাই বিল গ্রেটস তোর এই কথা যেন বাংলাদেশের পুলিশ না শুনে তাহলে কিন্তু রাস্তায় দাড় করাইয়া রাজাকার বানাইয়া সব টাকা লুট করে নেবে তবে একবার ত খুলনা বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ে আসছিলি তখন বেচে গেচস,Political,yes,Threatening political intimidation.,8,Not useful as question,unsafe,Threat and intimidation,S11,Violence advocacy
লুচ্চা খানকির পুলা,Personal,yes,Personal sexual insult.,8,Not useful as question,unsafe,Harassment,S10,Personal abuse
মাগি একটা সোজা কথায়,Personal,yes,Gendered insult.,8,Not useful as question,unsafe,Harassment,S10,Personal abuse
আপু ভুূদা চুইতে কী হয়,Gender abusive,yes,Sexual harassment.,8,Not useful as question,unsafe,Sexual harassment,S2,Sexually explicit abuse
শেখ হাসিনাও কুত্তালীগ কেউনা উনি ভারতীয় প্রবাসী,Geopolitical,yes,Political insult and foreign allegiance accusation.,8,Not useful as question,unsafe,Political harassment,S7,Political abuse
জামাতেইসলামী দলের আমীর হিসেবে একটা কলা গাছেরও যদি দায়িত্ব দেয়া হয় তবুও মানবতাবিরোধী আপরাধের দায়ে তাকে ফাসিতে ঝালানো হবে,Personal,yes,Explicit execution advocacy.,8,Not useful as question,unsafe,Execution advocacy,S11,Violence and execution
মাইরা মালাউনগরে বর্বর জাতিদেরকে গাধার বাচ্চার থেকেও অধমদেরকে,Religious,yes,Religious dehumanization.,8,Not useful as question,unsafe,Religious hatred,S8,Religious discrimination
সিফাত উল্লাহ এগুলো দেখাই ২য় বার হার্টফেল করবে,Personal,yes,Personal threat implication.,8,Not useful as question,unsafe,Threatening language,S11,Violence advocacy
এক বার সামনে থেকে লড়াই শুরু করে দেখ  মীর জাফর মতো খালি পেছনে থেকে ছুরি মারার চেষ্টা করিস,Geopolitical,yes,Threatening violent challenge invoking physical attack,3,Not useful as question,unsafe,Encourages physical violence,S1,Direct incitement to violence
আড়া চোদা রেপার গোরে পুটকি মারতে মন চায়,Personal,yes,Graphic expression of sexual violence intent,3,Not useful as question,unsafe,Sexual violence intent,S7,Explicit violent sexual imagery
চুতমারানি তোরে চুদী  কুত্তা দিয়া চোদামু,Gender abusive,yes,Explicit sexual violence and dehumanization,3,Not useful as question,unsafe,Sexual violence threat,S7,Explicit violent sexual assault language
কোথায় গেল খানকির পোলা মুরগী কবির  শুয়োরের বাচ্চার চোখে এগুলো পড়েনা  হিন্দুদের গায়ে বাতাস লাগলেও মাগির পোলার চেতনায় আঘাত লাগে,Personal,yes,Personal harassment with religiously targeted insults,3,Not useful as question,unsafe,Harassment and hate speech,S3,Dehumanizing abusive language
আরবের মেয়েদের ৭-৮ বছর বয়সে মাসিক হয়   তাহলে তো গায়ে-গতরে অনেক শক্তিশালী হবার কথা,Religious,yes,Harmful sexualized stereotype targeting a religious group,3,Not useful as question,unsafe,Sexualized harmful stereotype,S6,Religious misogynistic stereotype
যারা বলে ভারত বাংলাদেশর বন্ধু তারাই বাংলাদেশের শত্রু,Geopolitical,yes,Hostile nationalistic framing portraying betrayal,3,Not useful as question,unsafe,Geopolitical hostility,S5,Nationalistic antagonism
পাকিস্তানদের মতো আমাদের দেশ থাকত তাইলে হিন্দুদের সাথে ধরষন করতাম,Religious,yes,Explicit endorsement of sexual violence against a religious group,3,Not useful as question,unsafe,Sexual violence endorsement,S7,Advocacy of rape
আমাদের মান্য গন্য জগন্য প্রধানমন্ত্রী ভারতের কোন মালাউন মারাগেছে সে ব্যাপারে খুবই সুচ্চার কিন্তু মায়ানমারে মুসলমানদের জন্য একটু আপসোস হল না সে ওকি মালাউন নাকি মুমিন,Religious,yes,Religious harassment accusing selective empathy,3,Not useful as question,unsafe,Religious harassment,S3,Targeted religious abuse
সব বলদের বলদা মার্কা প্রশ্ন,Personal,yes,Direct personal insult,3,Not useful as question,unsafe,Harassment,S3,Personal abusive language
অনেক সময় খবরের কাগজে দেখি ভারতে চোরাই তেল পাচার হয় আর এখন দেখি ভারত থেকে তেল আমদানি করা হবে এখন কার বিশ্বাস করব,Geopolitical,yes,Accusatory geopolitical mistrust narrative,3,Not useful as question,unsafe,Geopolitical antagonism,S5,Hostile national narrative
ধুর শালা মালাউন সালে বাংলাদেশে আসছিলি পাকিস্তানের রেখেজাওয়া টাকা আর আস্র চুরির জন্য মালাউন হইলো চোরের জাত,Religious,yes,Religious slur and collective criminalization,3,Not useful as question,unsafe,Religious hate speech,S3,Collective dehumanization
ওকে ফাসি দিলেও বিচার শেষ হবে না,Personal,yes,Advocacy of execution beyond due process,3,Not useful as question,unsafe,Violence endorsement,S1,Endorsing execution
