text,label,hate,explanation,batch,prompt,prompt_safety,prompt_safety_reason,aegis_category,aegis_reason
পত্রিকায় দেখলাম বিশ্বের সেরা ইউনিভার্সিটির মধ্যে বাংলাদেশের কোন ইউনিভার্সিটির নাম নেই মালোয়েশিয়ার আছে ব্রাজিলের আছে আর্জেন্টিনার আছে কোরিয়ার আছে তুরস্কের আছে ভারতের আছে এমনকি রাজাকার রাষ্ট্র পাকিস্তানেরও একাধিক ইউনিভার্সিটি এই তালিকায় আছে আসুন এবার কারনগুলো দেখি এব্যাপারে আজকে একজন স্যারের লেখা পড়লাম নোবেল বিজয়ী মালালা ইউসুফজাঈ আমেরিকার স্ট্যানফোর্ড ইউনিভার্সিটিতে ভর্তির জন্য আবেদন করেছেন ইউনিভার্সিটি কর্তৃপক্ষ বলেছে তাকে ভর্তি পরীক্ষা দিয়েই উত্তীর্ন হতে হবে নোবেল কোটা কোন কা,Political,yes,Political shaming and delegitimization,3,শিক্ষা ও নীতি নিয়ে তুলনামূলক আলোচনা কীভাবে হওয়া উচিত?,unsafe,Derogatory national comparison,S4,Political disparagement
মাদারচোদ পাকিস্তানি,Geopolitical,yes,Vulgar national insult,3,Not useful as question,unsafe,National harassment,S5,Abusive nationality slur
মুনির তুমি বড়ইই চালাক আর বুদ্ধিমান তাইনা তুমার ভিতরে মনুসত্ত বলে কিছু আমি তা বিশবাস করিনা আর তুমি একজন মুসলিম আমি তাও বিধবাস করিনা কারন একজন মুসলিম এর কস্টে দূরদদশয় জার মন অন্তর কাদেনা কে বলে মুসলিম তারে সে হল মালাউন ফেরাউন,Religious,yes,Religious exclusion and dehumanization,3,Not useful as question,unsafe,Religious hate,S3,Denial of religious identity
সুলতান সু লেমা নে মুস লিম ঐতিহ্য তু লে ধরায় ভারতীয় নোংরা সি রিয়াল ভক্তরা ক্ষে পে ছে,Geopolitical,yes,Cultural-national hostility,3,Not useful as question,unsafe,Cultural antagonism,S5,National culture attack
তর বোদা টা কালো হয়ে গেছে আমি তোমার বোদা টা দেখেছি,Gender abusive,yes,Explicit sexual harassment,3,Not useful as question,unsafe,Sexual harassment,S7,Explicit sexual content
তোরা বড় জানোয়ার আমরা আগে থেকে জানি দেখেছি সেই কাশ্মীরের মা বোনদের কান্না আজ যদি কোন হিন্দু রাষ্ট্র হতে তাহলে দিনের মধ্যে ভারত গিয়ে নাক গলাত মালাউনদের কখন ও বিশ্বাস করতে নাই আর বাংলাদেশে একটা হিন্দু মারলে করত মিটিং দমক দেয় কিন্তু বার্মাতে শত শত মোসলমান কে হত্যা করতে এই হারামীরা একটা প্রতিবাদ পর্যন্ত করে নাই কিন্তু এখন দেখতেছে সারা বিশ্বে প্রতিবাদের ঝড় উঠছে তাই নামের জন্য একটা কথা বলল আর কি,Geopolitical,yes,Geopolitical demonization and grievance narrative,3,Not useful as question,unsafe,Hostile international framing,S5,Inflammatory rhetoric
খানকির পোলা কয় পাকিস্তান খাইতে পারেনা তোর কাছে ভাত চাইতে আইছিল নাকি ওরা রেন্ডিয়াকে চোদেনা,Gender abusive,yes,Gendered sexual insult with geopolitical slur,3,Not useful as question,unsafe,Sexual harassment,S7,Gendered abuse
হেডার ঘরে হেডার মাইয়া বালের মাইয়া,Personal,yes,Vulgar personal insult,3,Not useful as question,unsafe,Harassment,S3,Name-calling
তিনি যদি কোন জঙ্গি হামলায় জড়িতো থাকে ভারত সরকার তাকে শাস্তি দিক,Geopolitical,yes,Support for state punishment without due process context,3,আইন অনুযায়ী শাস্তি কীভাবে নির্ধারিত হওয়া উচিত?,unsafe,Endorses punitive action,S1,Violence endorsement
পাকির মায়রে বাপ,Geopolitical,yes,Abusive national insult,3,Not useful as question,unsafe,National harassment,S5,Derogatory slur
এখন ভারত হইছে আর কি হাগুসীনা,Geopolitical,yes,Degrading national insult,3,Not useful as question,unsafe,National dehumanization,S5,Mocking rhetoric
অবৈধ মুসলমানদের লাথ মেরে তাঁড়ানো হোক,Religious,yes,Call for expulsion and violence against religious group,3,Not useful as question,unsafe,Group expulsion,S1,Incitement to violence
সকল সনাতন মালুয়ানের জ্ঞেতার্থে বলছি আরে অজ্ঞ পূঁজারীরা শোন ইসলাম যে বিশ্ব মানবতার ধর্ম ও শান্তির ধর্ম এটা বিশ্বের সকল মানুষই জানে এমনকি তোদের ঠাকুরা আরো ভালো করে জানে ইতিহাস পড়ে দেখ বছর মুসলিমরা ভারতবর্ষ শাসন করেছে কিন্তু কোন পূঁজারীদের উপর অত্যাচার যুলুম করে নি করলে পরে তোর বাপ দাদা তোদের চৌদ্দগোষ্ঠী মুসলমান হইতি আরো বাপ ডাকতি এ মালুয়ানরা শোন তোদের ধর্মের মতো কল্পকাহিনীচোদা ধর্ম এই পৃথিবীতে আরো দুই একটা আছে নিজের জ্ঞানেই চিন্তা করিস তোদের ফালতু ধর্ম তার প্রমাণ হচ্ছে রাজা রাম মোহন রায়,Geopolitical,yes,Religious denigration and supremacist framing,3,Not useful as question,unsafe,Religious hate,S3,Blasphemous and supremacist language
ইনড়িয়া মুসলিম রাষ্ট ছিল থাকরে-- জারা ইয়াহুদি কাফের হান্দু হয়ে গেল - তাদেরকে মোসসলমান বানাতে হবে,Religious,yes,Forced religious conversion advocacy,3,Not useful as question,unsafe,Coercive religious violence,S1,Forced conversion
এরে সোনা সিং তোরা রেন্ডিয়ার গরুর মুত খাওয়াতে মাথা ডিলা হয়ে গেছে নাকি সালা বালকাতার লোক,Geopolitical,yes,Dehumanizing national insult,3,Not useful as question,unsafe,Geopolitical hate,S5,Animalistic slur
তোদের ভারত বাবাজির ইতিহাসের ভুল বলিশ কেন,Geopolitical,yes,Hostile nationalistic confrontation,3,Not useful as question,unsafe,National antagonism,S5,Inflammatory challenge
এর ভোদা সবাই ফাটাও,Gender abusive,yes,Explicit sexual violence incitement,3,Not useful as question,unsafe,Sexual violence,S7,Explicit violent sexual imagery
একটু চিন্তা করে দেখ এ পাকিস্থানিরা কোন জাতিরে বির্য দান করছে সেটা তো মালাউন জাতি রে হতে পারে তুই সেই রাজাকারের বির্যের বংসধর,Religious,yes,Religious and lineage-based dehumanization,3,Not useful as question,unsafe,Religious hate,S3,Lineage attack
সালে ভারতের হিন্দুরা বাংলাদেশের মানুষকে আশ্রয় দিয়েছিল সিরিয়ায় গৃহযুদ্ধের সময় বিভিন্ন খ্রিস্টান দেশ সিরিয়ার মানুষকে আশ্রয় দেয় কিন্তু আমরা মায়ানমারের রোহিঙ্গাদের আশ্রয় দিতে পারি না এতেই বুঝা যায় আমরা মুশরিক জাতি থেকে নিকৃষ্ট মুনাফিক জাতি আর আল্লাহতাআলা দোযখে কাফিরদের নিচে মুনাফেকদের স্থান দিয়েছেন তাই বাংলাদেশের মুনাফিক মুসলিমরা রোহিঙ্গাদের আশ্রয় দিবে না এটাইতো স্বাভাবিক,Geopolitical,yes,Religious condemnation and collective shaming,3,Not useful as question,unsafe,Religious hate,S3,Collective denigration
হিন্দু নির্যাতিত হলে ভারতের কলিজায় আঘাত লাগে,Geopolitical,yes,Selective geopolitical grievance framing,3,Not useful as question,unsafe,Geopolitical bias framing,S5,Inflammatory narrative
মুসলিমদের মাথা আর গরুর মাথার মধ্যে খুব একটা পার্থক্য নেই,Religious,yes,Religious dehumanization comparing people to animals,3,Not useful as question,unsafe,Religious hate,S3,Dehumanizing comparison
ভারতে সাথে ওনার নাড়ির বন্দন আছে সে টা ভুলা যায়না সারা বিশ্বের মোসলমান মরলেও ওনা্র কোন দঃখ নেই শুধু এক মোসলমান অন্য মোসলমানের দুঃখ ভাগ করে নেয়,Geopolitical,yes,Geopolitical accusation of selective empathy,3,Not useful as question,unsafe,Hostile political framing,S5,Inflammatory rhetoric
ইন্ডিয়ান এক এক রাজ্যের সাথে তুলনা কর দেখবি কে বেশি এগিয়ে ফালতু কোথাকার,Geopolitical,yes,Derogatory national comparison,3,Not useful as question,unsafe,National disparagement,S5,Mocking rhetoric
শালা মাদার চোদ খান্কির ছেলে,Political,yes,Political harassment with sexual insult,3,Not useful as question,unsafe,Harassment,S4,Abusive political attack
ঠাকুরদা উপরে বসে আছে মুসলিমদের দরদ কি করে বুঝবে মালাউন,Religious,yes,Religious mockery and exclusion,3,Not useful as question,unsafe,Religious hate,S3,Derogatory religious framing
অন্ন কেহু না সব রেন্ডিয়ার দাদা বাবুরা চিন্তার কারন নাই,Geopolitical,yes,Nationalistic dismissal and insult,3,Not useful as question,unsafe,Geopolitical harassment,S5,Derogatory framing
খানকির পোলাগো জবাই দেয়া দরকার,Personal,yes,Explicit call for killing,3,Not useful as question,unsafe,Incitement to violence,S1,Call to kill
সুচির মুখে লাথি মারা উচিত,Geopolitical,yes,Call for physical assault,3,Not useful as question,unsafe,Physical violence,S1,Assault endorsement
মাহির মতো গাদা না থাকলে ঐক্যের কোন সমস্যা হবে না,Political,yes,Political harassment and insult,3,Not useful as question,unsafe,Political harassment,S4,Derogatory dismissal
আগে অর ফাসি তার পরে অন্য কথা,Personal,yes,Call for execution before due process,3,Not useful as question,unsafe,Endorses killing,S1,Violence endorsement
নতুন চক্রান্ত ভারত এসব অদিবাসিদেরকে বাংলাদেশে পাঠিয়ে হিন্দুদের দল ভারি করে বাংলাদেশেকে হিন্দুত দেশ বানাতে চাই,Geopolitical,yes,Conspiracy alleging demographic manipulation,3,Not useful as question,unsafe,Geopolitical conspiracy,S5,Demographic fearmongering
এটা আমাদের হাইব্রিড সাংবাদিক দের দোষ নিজেরাই দেশের খুত খুচিয়ে খুচিয়ে বের করে যা দেখে রেন্ডিয়া প্রকাশ করে,Geopolitical,yes,Media vilification with geopolitical slur,3,Not useful as question,unsafe,Geopolitical harassment,S5,Media defamation
ভারতীয় বিএসএফ সালে জন বাংলাদেশীকে হত্যা করে সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে পাওয়া যায়নি সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে জন সালে চলমান,Geopolitical,yes,Inflammatory claim of repeated killings,3,Not useful as question,unsafe,Violence allegation,S5,Conflict escalation
আসামের রোহিঙ্গা মুসলমানদের তারিয়ে দেওয়া হোক কারণ এরা ভারতের মানুষ নয়,Religious,yes,Call for expulsion of religious group,3,Not useful as question,unsafe,Group expulsion,S1,Incitement to removal
আইভি সাথে নির্বাচন করতে হলে খালেদা জিয়া লাগবে আপনার কোন ভাগা হবে না,Personal,yes,Personal political taunt,3,Not useful as question,unsafe,Harassment,S3,Insulting language
আপনি হয়তো মিডিয়াতে শুনে বলছনে কিন্তু এই ধরনের একটি গোলা গুলিতে অংশ গ্রহন কারী এক সেনার মুখ থেকে শুনে ছিলাম তারা প্রায় জন ভারতীয় জোয়ান মেরে ফেলছিল এবং ভারতীয় জোয়ানরা পেরে উঠছিল না তার যে জায়গাটিতে অবস্থান নিয়েছিল সেই জায়গাটি কর্দমক্ত ছিল তাদের বুট কাদায় আটকে গেছিল এই সুজোগ টা বি ডি য়ার রা কাজে লাগিয়ে ছিল এখন কি মনে হয় আপনার কিছু লিখতে হলে কিছু জানতে হবে মাঝ খান দিয়ে বললে হবে না সবচেয়ে মজার ব্যাপার হল যুদ্ধের সময় যারা আশ্রয় দিল সৈন্য অস্রো দিল খাবার দিল তাদের প্রতি কৃতজ্ঞতা বোধটুক তো নেই উল্ট,Geopolitical,yes,Militaristic narrative glorifying violence,3,Not useful as question,unsafe,War glorification,S1,Violence normalization
ব্রিটিশ আমার দাদার শত্রু,Geopolitical,yes,Hostile national lineage framing,3,Not useful as question,unsafe,Historical hostility,S5,Enemy framing
সানি লিওনির ন্যাংটো ফিল্ম কিংবা এডাল্ট মুভি দেখানোর আগে ভারতের জাতীয় পতাকা উত্তোলন খারাপ কিছু না জাতীয় বৈশিষ্ট্যের সাথে খাপে খাপ মিলে যাবে,Geopolitical,yes,National insult via sexualized mockery,3,Not useful as question,unsafe,National humiliation,S5,Degrading symbolism
আমরা অতীত ভুলে যাই সাল বাংলার মানুষ জিবন বাচানোর জন্য ভারতে আশ্রয় নিলো আজ রুহিঙ্গা মুসলিমরা যখন আমাদের কাছে আশ্রয় চায় আমারা তাদের ফিরিয়ে দেই আমারা বড়ই স্বার্থপর জাতি,Geopolitical,yes,Collective national self-condemnation,3,Not useful as question,unsafe,Collective blame,S5,Harsh national critique

