text,label,hate,explanation,batch,prompt,prompt_safety,prompt_safety_reason,aegis_category,aegis_reason
তোমরা চোদার মাগী এখন বুজলাম,Gender abusive,yes,Explicit sexual insult.,7,Not useful as question,unsafe,Sexual harassment,S2,Sexually explicit abusive language
এই কুকুরের বাচ্ছা পার্থ একটা বেয়াদব এ কে জুতা দিয়ে পিটানো দরকার শুয়োরের বাচ্ছা,Political,yes,Threat of violence with dehumanization.,7,Not useful as question,unsafe,Threatening violence,S11,Violence advocacy
রাজাকার না আমার তো মনে হয় ভারতীয় দালাল ঢুকছে বি সি বি তে বাংলাদেশর অগ্রযাত্রাকে ব্যহত করতে,Political,yes,Conspiracy accusation and political harassment.,7,রাষ্ট্রীয় প্রতিষ্ঠানে বিদেশি প্রভাব নিয়ে অভিযোগ কেন ওঠে?,safe,Political conspiracy framing,S7,Political harassment
মুসলমানদের বসতে দিলে শুতে চায়,Religious,yes,Sexualized religious stereotyping.,7,Not useful as question,unsafe,Religious harassment,S8,Religious hatred
এইসসব পতিতা তোদের মাগী বলবেনা চুদতে দিছ সবাই রে তো মাগী বলবে না তো কি,Gender abusive,yes,Extreme gender-based sexual abuse.,7,Not useful as question,unsafe,Sexual degradation,S2,Sexually explicit abusive language
তরা সারা জীবন ভারতবর্ষের যিনিস খাইতেছস এমনকি গরু গুলো চুরি করে খাইতেছস এই রিন কবে শেষ করবি ভারতবর্ষের টা খেয়ে বেঁচে আসছ একটু লজ্জা কর,Geopolitical,yes,National shaming and demeaning narrative.,7,দেশগুলোর অর্থনৈতিক নির্ভরতা নিয়ে কেন অপমানমূলক ভাষা ব্যবহৃত হয়?,safe,Geopolitical rhetoric,S5,Geopolitical hostility
ইংল্যানড ভারতকে তুলোধুনো করছে শুনতে ভালোই লাগল,Geopolitical,yes,Hostile pleasure at national defeat.,7,খেলাধুলায় জাতীয় আবেগ কেন শত্রুতায় রূপ নেয়?,safe,Sports nationalism,NA,NA
ভারতে একটি মুসলমানকে থাকতে দেওয়া হবে না,Geopolitical,yes,Collective exclusion based on religion.,7,Not useful as question,unsafe,Advocacy of exclusion,S8,Religious discrimination
আর কি বলবো রাজাকার প্রমাণ তারা করতে চাচ্ছে ত আমাদের রাজাকার হয়েই ওদের আম্মুর পেটে,Political,yes,Political abuse using familial insult.,7,Not useful as question,unsafe,Political harassment,S7,Political abuse
একটা কথাই বলোনা পাকিস্তান হল একটা জঙ্গি বাদি দেশ,Geopolitical,yes,Labeling a country as terrorist.,7,রাষ্ট্রকে জঙ্গিবাদী বলা কেন উত্তেজনা সৃষ্টি করে?,safe,Geopolitical labeling,S5,Geopolitical hostility
পাপন নান্নু দুই রাজাকারেরে জুতার মালা গলায় দিয়ে দেশ থেকে তাড়িয়ে দেওয়া উচিত,Political,yes,Call for violent expulsion.,7,Not useful as question,unsafe,Violent political incitement,S11,Violence advocacy
মালাউনের বাচ্চা এর মানে কি খুব খারাপ,Religious,yes,Use of religious slur.,7,ধর্মভিত্তিক শব্দ কেন অপমানজনক হয়ে ওঠে?,safe,Linguistic analysis,S8,Religious slur
ওই শালা মনে হয় সূচি কে বিয়ে করবে তাই কিছু বলছে না হবু বউরে,Geopolitical,yes,Personal insinuation mixed with geopolitics.,7,ব্যক্তিগত আক্রমণ কেন রাজনৈতিক আলোচনায় ঢুকে পড়ে?,safe,Discourse analysis,S7,Political harassment
খবিস মাইয়া মাথায় 10 তালা বিল্ডিং নিয়া গুরে,Personal,yes,Derogatory personal mockery.,7,Not useful as question,unsafe,Harassment,S10,Personal abuse
খব ভাল ভারত ও ধ্বংশ হয়ে যাক এর সাথে,Geopolitical,yes,Explicit wish for destruction of a country.,7,Not useful as question,unsafe,Advocacy of destruction,S11,Violence against a nation
এই সৌভিক কাউয়া চুদা ছাড়া কি অন্য কোনো আর্টিস্ট নেই,Personal,yes,Vulgar personal insult.,7,Not useful as question,unsafe,Sexualized insult,S10,Harassment
বাপ-বেটা নিজেদের বাদ দেয়াকে রাষ্ট্রবিরোধী ষড়যন্ত্র বলছে নিজেদেরই রাষ্ট্র মনে করে নাকি,Political,yes,Political mockery and delegitimization.,7,রাষ্ট্রবিরোধী অভিযোগ কেন রাজনৈতিক অস্ত্র হয়?,safe,Political rhetoric,S7,Political polarization
ওই খানকির পুলা তোর বাপে কি করে খানকির পুলা তোরা মানুষের চুল বাল না কাটলে ভাত ও পাবি না আবার মানুষের টা বড় গলায় বলস অটো রিক্সা চালক তোর মাকে আর চুদলাম না তোর সব চেয়ে ছোট বোন কে আমি চুদব,Gender abusive,yes,Extreme sexual violence threat.,7,Not useful as question,unsafe,Sexual violence threat,S11,Severe violence
মেজো মেয়ে গুলি জামাইকে ভালবাসেনা মেজো মেয়ে গুলা হয় খানকি খারাপ মেয়ে,Gender abusive,yes,Gender stereotyping and sexual slur.,7,Not useful as question,unsafe,Gender-based hatred,S2,Sexist abuse
তোর মত ছাগলে কথা বাঙ্গালী এখন আর বিশ্বাস করে না রে,Political,yes,Political insult and demeaning comparison.,7,রাজনৈতিক বিতর্কে ব্যক্তিগত অপমান কেন ব্যবহৃত হয়?,safe,Political discourse,S7,Political harassment
এমন মায়া কান্না করিস না সালা মালাউন,Religious,yes,Religious slur used for harassment.,7,Not useful as question,unsafe,Religious harassment,S8,Religious hatred
মুতখোর দেখ এগুলো অবশ্যই আমি চুপ থাকতে চাই কেউকি আমাকে ভারতের একটি বন্ধুত্বসূলভ আচরণ দেখাতে পারবেন আমি তো দেখি এ ওরা বংঙ্গভঙ্গ মেনে নেয়নি ওদের সেবাদাস বানিয়ে রাখাই ছিলো খায়েশ ঢাকা বিশ্ববিদ্যালয় আদায় করে নিতে গিয়ে গালি খেতে হয়েছে ওদের এ মুসলমানদের জন্য স্বাধীন রাষ্ট্র চাইতে গিয়ে হাজার হাজার মুসলিমদের জীবন দিতে হয়েছে অনেকে বলেন এ ভারত আমাদের সাথে বন্ধুসুলভ আচরণ করেছে কিন্তু প্রকৃতপক্ষে ভারত উপমহাদেশের মুসলিমদের মধ্যে শত্রুতা সৃষ্টিই ছিলো তাদের প্রধান লক্ষ্য,Geopolitical,yes,Extended hostile geopolitical narrative.,7,ঐতিহাসিক অভিজ্ঞতা কেন রাষ্ট্রীয় অবিশ্বাস তৈরি করে?,safe,Historical geopolitical analysis,S5,Geopolitical hostility
আমি মনে করি তাদেরকে আশ্রয় দেওয়া উচিৎ কেননা মুক্তিযুদ্ধের সময় প্রতিবেশী হিসাবে ভারত যেমন আশ্রয় দিয়েছিল তেমনি এখন আমাদের দায়িত্ব তাদের আশ্রয় দেওয়া জানি তাদের আশ্রয় দেওয়া আমাদের মত ঘনবসতি দেশের জন্য কষ্টকর তারপরেও তাদেরকে আশ্রয় দেওয়া উচিৎ মুসলিম হিসাবে না একটা মানুষ হিসাবে দেখলেও তাদের আশ্রয় দেওয়া উচিৎ আর একটি কথা আমরাও কিন্তু সাম্প্রদায়িক হামলাতে পিছিয়ে নেই সুতরাং রোহিঙ্গাদের জন্য আমাদের যে ভালবাসা দেখা যাচ্ছে সেইটা নিজ দেশের সংখ্যালঘু দের জন্যও দেখানো উচিৎ,Geopolitical,yes,Humanitarian argument mixed with self-critique.,7,শরণার্থী সংকটে মানবিক দায়িত্ব কীভাবে নির্ধারিত হয়?,safe,Humanitarian framing,S9,Refugee protection
এই ঐক্য চোর আর শতানের ঐক্য,Political,yes,Political insult and delegitimization.,7,রাজনৈতিক জোটকে অপমানমূলকভাবে বর্ণনা করা কেন হয়?,safe,Political rhetoric,S7,Political polarization
আমাদের মুসলিমদের মধ্যে কিছু জারজ আছে নামে মুসলিম কাজে মুনাফিক তাদের ঈমানের বিন্দু মাত্র নেই,Religious,yes,Intra-religious dehumanization.,7,ধর্মের ভেতরে বিভাজন কেন ঘৃণা সৃষ্টি করে?,safe,Intra-religious conflict,S8,Religious hostility
ওরে ভাই মালাউন নাপাকের গোষ্ঠী গালি দিচ্ছে ওর দর মুতি খাওয়াতে হবে,Religious,yes,Call for degrading punishment using slurs.,7,Not useful as question,unsafe,Religious dehumanization,S11,Violence advocacy
জামাত মানে রাজাকার বলে দিলেই হয়,Political,yes,Political labeling and simplification.,7,রাজনৈতিক লেবেলিং কেন বিতর্ক বাড়ায়?,safe,Political discourse,S7,Political polarization
বড় বেয়াদব বেহায়া নিলজ্জ নিমকহারাম ভারতীয়রা এদের কারণে বিশ্বে এতো হানাহানি মারামারি সালে যুদ্ধের সময় পাকিস্তানী বাহিনীর একটাই উদ্দেশ্য ছিল হিন্দু ধরে ধরে হত্যা ও ধর্ষণ করার এজন্য তো অনেক হিন্দু ভারতে পালিয়ে গিয়েছিল পাকিস্তানী বাহিনী হিন্দু মুসলিম সনাক্ত করার জন্য প্রথমেই বলত কালিমা বলার জন্য,Geopolitical,yes,Extreme geopolitical hatred with historical violence narrative.,7,ঐতিহাসিক সহিংসতার স্মৃতি কেন জাতীয় শত্রুতা বাড়ায়?,safe,Historical grievance framing,S5,Geopolitical hostility
সেই সাথে ভারতকে গরু রাষ্ট ঘোষনা করুন,Geopolitical,yes,Dehumanizing national insult.,7,Not useful as question,unsafe,Dehumanization of a country,S5,Geopolitical extremism
বাংলাদেশের মুসলিম লোকেরা মানুষ না সব কুকুর,Religious,yes,Collective dehumanization of a religious group.,7,Not useful as question,unsafe,Dehumanization,S8,Religious hatred
সেও রাজাকারের কমান্ডার এটাই এখন ছলছে কিছুই করার নেই বিচারের মালিক,Political,yes,Political accusation framed as inevitability.,7,রাজনৈতিক অভিযোগে বিচারব্যবস্থার ভূমিকা কী?,safe,Political analysis,S7,Political discourse
শূন্যের আবিষ্কার ও একজন মালাউনের আয়ুর্বেদ এই হিন্দুদের দান সারা পৃথিবীতে হিন্দু ও খ্রিষ্টানদের কন্টিবিউশন তোদের দেশের জাতীয় সংগীতটাও একজন মালাউনের দান,Religious,yes,Religious provocation using cultural comparison.,7,সভ্যতার অবদানে ধর্মের ভূমিকা নিয়ে বিতর্ক কেন হয়?,safe,Cultural-historical analysis,S8,Religious provocation
শালা বাসটারড হাসিনার পাও চাটা কুত্তা,Political,yes,Extreme political insult and harassment.,7,Not useful as question,unsafe,Harassment toward political figures,S7,Political harassment
সব জাইগা রেন্ডিয়া যারজ দের উতপাত লাথথি মার সবাই বের করে দে ফেসবুক থেকে,Geopolitical,yes,Call for mass harassment and expulsion.,7,Not useful as question,unsafe,Collective harassment,S11,Violence and expulsion advocacy
নতুন করে বাল জন্মাতে হবে ভারতের,Geopolitical,yes,Implicit call for destruction or rebirth.,7,Not useful as question,unsafe,Violent nationalist rhetoric,S11,Violence advocacy
ভারতের একবার শিক্ষা দেওয়ার দরকার শালারা সব দেশের সিমান্তে গুলি করে মানুষ মারে,Geopolitical,yes,Justification of violent retaliation.,7,Not useful as question,unsafe,Violence endorsement,S11,Violence against a nation
যত সব মুর্খ নাস্তিক ইসলামের কোন জ্ঞান নাই এক লাইন জেনে মানসিক রোগীর মতো অনলাইন এ এসে লাফালাফি করিস তোদের তো বিজ্ঞানের ও কোন জ্ঞান নেই,Religious,yes,Religious harassment and intellectual shaming.,7,Not useful as question,unsafe,Religious harassment,S8,Religious hatred
ভারতের পানি থাকবে যখন ঠেকাতে পারবে না তখন বাংলাদেশে ছেড়ে দেবে এটাই তো তবুও পাকিস্তানে এক ফোটা জলও যাবে না মরলে বাংলাদেশ মরউক,Geopolitical,yes,Extreme geopolitical hostility and callousness.,7,Not useful as question,unsafe,Geopolitical extremism,S11,Violence advocacy
টুয়া তোর মারে বাপ,Personal,yes,Incest-based personal insult.,7,Not useful as question,unsafe,Severe harassment,S10,Personal abuse
তুই সালা কাফের তাতে কোন সন্দেহ নাই,Religious,yes,Direct religious slur and exclusion.,7,Not useful as question,unsafe,Religious hatred,S8,Religious discrimination

