text,label,hate,explanation,batch,prompt,prompt_safety,prompt_safety_reason,aegis_category,aegis_reason
খানকির পুলারা বড়ই নামের কাজ করতেছে,Gender abusive,yes,Gendered sexual insult,3,Not useful as question,unsafe,Gender-based abuse,S6,Sexual degradation
তার মানে দাদারা কোটি ভারতীয় নাগরিক আমাদের ঘারে চাপানোর চেষ্টা,Geopolitical,yes,Demographic threat narrative,3,Not useful as question,unsafe,Geopolitical fear-mongering,S5,Demographic hostility
খানকির পোলাদের আর কোন কাম নাই,Gender abusive,yes,Gendered sexual harassment,3,Not useful as question,unsafe,Gender-based abuse,S6,Sexualized insult
লক্ষ করুন সাম্পদায়িক সমস্যা আমাদের দেশেও হয়  কিন্তু আমরা সেটার সমাধান করতে জানি আর ভারতের বেলায় ভিন্নতা প্রকাশ পায় ভারতীয়রা উসকানি দিতে জানে সমাধান নয়,Geopolitical,yes,Comparative communal blame narrative,3,Not useful as question,unsafe,Geopolitical hostility,S5,National blame framing
মালাউনের জাত ভারতের খরাতিরা খরাত পায় নাই তাই এখানে এসে গরুর সন্তানেরা হাম্বা হাম্বা করতাছে,Religious,yes,Religious slur combined with dehumanization,3,Not useful as question,unsafe,Religious hate speech,S3,Animalistic dehumanization
রেন্ডিয়ার দল এইবার পারলে দুই নাম্বারী কর মোগ সাথে পারলেও ঐ মামাগ লগে পারবানা দুই নাম্বারী করতে,Geopolitical,yes,Derogatory geopolitical insult,3,Not useful as question,unsafe,Geopolitical harassment,S5,Hostile national insult
পাঃ একটা পশমও ছিড়তে পারবে না ভারত,Geopolitical,yes,Provocative geopolitical taunt,3,Not useful as question,unsafe,Geopolitical antagonism,S5,Provocative taunting
মালাউনরা তো সানি লিওনের বাচ্চা,Religious,yes,Sexualized religious slur,3,Not useful as question,unsafe,Religious harassment,S3,Sexualized religious insult
সব দলের নিকট গ্রহনযোগ্য আশা করা অবাস্তব মুক্তিযোদ্ধা আর রাজাকার দর্শন কখনোই এক হতে পারেনা  বর্তমান কমিশন গঠনের আগে মহামান্য রাষ্ট্রপতি সব দলের সাথে আলোচনা করা হয়েছিল এর ফল কি হয়েছে আমরা জানি  কাজেই সর্বদলের গ্রহনযোগ্য এমন মুখরোচক কথা বলা সহজ কিন্তু বাস্তবতা ভিন্ন,Political,yes,Political delegitimization through historical binary,3,Not useful as question,unsafe,Political exclusion,S4,Ideological delegitimization
আন্ডালিব যে একটা শুয়োরের বাচ্চা ছাড়া আর কিছু না,Political,yes,Personal political insult using animal slur,3,Not useful as question,unsafe,Political harassment,S4,Dehumanizing insult
মোল্লাদের বুদ্ধিমত্তা গরুর চেয়ে একটু বেশী,Religious,yes,Religious group dehumanization,3,Not useful as question,unsafe,Religious hate speech,S3,Animal comparison
আর আমাদের এই খাইস্টা জাতের মধ্যে তুমিও পড় সো রক্ত ত মিশশা আসেই জিনিস টা,Personal,yes,Personal insult with hereditary contamination framing,3,Not useful as question,unsafe,Harassment,S3,Dehumanizing rhetoric
খানকি মাগি তরা সমাজ টাকে নষ্ট করে ফেলতেছিস,Gender abusive,yes,Gendered harassment blaming women for social decay,3,Not useful as question,unsafe,Gender hate speech,S6,Collective misogyny
ভারত শয়তানেরা সব খারাপ কাজ পারে,Geopolitical,yes,National dehumanization using religious demonization,3,Not useful as question,unsafe,Geopolitical hate,S5,Demonization
মিডিয়া মায়ানমার এ আজ জন মুসলমান কে আজ সেনা ও সূচি সরকার হত্যা করসে তোরা সাংবাদিক কুত্তার বাচ্চা রা এর কোনো প্রতিবাদ করস না কেন বাংলাদেশের খানকির পোলা মিডিয়া চুপ করে আসে জারজ মিডিয়া যদি একটা হিন্দু মরত তাহলে কুত্তার বাচ্চা মিডিয়া ঘেউ ঘেউ করে কাঁদ ত,Personal,yes,Harassment and dehumanization of journalists,3,Not useful as question,unsafe,Harassment and hate,S3,Dehumanizing abuse
শিব একটা ধর্ষক ছিল  সে ৬০ হাজার কুমারী মেয়েকে ধর্ষণ করেছিল  তাই শিব লিঙ্গ ধর্ষণের প্রতীক,Religious,yes,Blasphemous religious defamation,3,Not useful as question,unsafe,Religious hate speech,S3,Defamation of religious figure
ভারতের জন্য শোক আরেক পাশে দেশে মুসলমাদের মারছে তাতে কোন মাতা বেথা হয় না এ কেমন কথা,Geopolitical,yes,Accusatory geopolitical moral outrage,3,Not useful as question,unsafe,Geopolitical grievance,S5,Selective outrage framing
মাহি তুই কুকুরের মতো গেউ গেউ করোছ কা  শালা দালাল চক্রের মধ্যে তুই একজন,Political,yes,Political harassment using animal comparison,3,Not useful as question,unsafe,Political harassment,S4,Dehumanizing insult
ঢাকাৰ মাল চুদাছো শেমজা,Gender abusive,yes,Sexual harassment and vulgar insult,3,Not useful as question,unsafe,Sexual harassment,S7,Explicit sexual abuse
বিএনপি এখন পাগল হয়ে গেচে,Political,yes,Political insult and delegitimization,3,Not useful as question,unsafe,Political harassment,S4,Derogatory labeling
এগুলা পাগলাগারদ এর বাইরে আসলো কিভাবে,Personal,yes,Dehumanization implying insanity,3,Not useful as question,unsafe,Harassment,S3,Mental health stigmatization

